userId,userSessionId,teamLevel,platformType,count_gameclicks,count_hits,count_buyId,avg_price
471,20647,6,iphone,77,16,5,14.4
1329,20649,6,android,70,14,4,3.25
856,20650,6,iphone,92,12,1,20
382,20651,6,iphone,85,12,1,10
2384,20652,6,windows,75,9,1,2
2073,20656,6,android,82,9,3,5.33
1465,20657,6,android,198,21,1,3
1815,20664,6,iphone,306,42,1,10
1120,20667,6,android,333,39,1,3
2229,20668,6,iphone,76,11,3,11.67
2199,20669,6,android,82,13,1,10
279,20672,6,windows,89,6,3,1
868,20673,6,iphone,91,8,1,20
2146,20676,6,linux,81,10,1,1
2127,20679,6,linux,78,7,1,3
740,20680,6,iphone,103,19,2,15
1226,20683,6,android,90,14,3,3.67
861,20684,6,linux,90,7,3,1
305,20685,6,android,100,7,2,4
701,20686,6,windows,88,7,2,1
445,20688,6,android,111,13,4,3
127,20690,6,iphone,106,12,2,10
2161,20691,6,android,113,17,2,2
2227,20698,6,iphone,122,14,2,10
1953,20699,6,windows,112,11,1,1
210,20702,6,android,146,14,2,3
1880,20704,6,windows,139,15,1,1
2113,20709,6,iphone,149,16,2,15
1926,20710,6,android,175,11,1,3
827,20712,6,iphone,172,15,3,11.67
1318,20720,6,iphone,144,15,1,20
810,20722,6,android,112,11,3,4.67
1393,20725,6,linux,136,17,2,5.5
1049,20727,6,windows,148,20,1,5
726,20729,6,iphone,141,11,2,15
881,20732,6,iphone,59,3,1,20
1059,20735,6,android,67,16,4,3
2139,20739,6,android,61,5,1,2
1740,20740,6,windows,84,9,1,1
670,20741,6,iphone,59,8,1,3
1538,20744,6,iphone,59,7,1,2
1687,20748,6,android,72,6,2,1.5
767,20751,6,android,83,15,2,10.5
770,20752,6,iphone,96,13,2,12.5
1042,20754,6,android,100,15,1,3
1026,20756,6,iphone,107,11,1,10
165,20759,6,iphone,114,16,1,20
1436,20760,6,android,102,11,1,3
243,20762,6,linux,98,10,6,1.33
1163,20763,6,android,97,10,2,2
1320,20764,6,iphone,122,12,1,10
2221,20765,6,iphone,114,15,2,12.5
306,20766,6,windows,129,18,1,1
2285,20767,6,iphone,125,15,2,20
2355,20775,6,iphone,140,16,3,13.33
2133,20779,6,android,142,14,4,4
2029,20780,6,iphone,141,19,1,5
931,20781,6,windows,133,12,2,1
439,20783,6,iphone,156,9,2,12.5
511,20787,6,iphone,123,20,1,20
1471,20788,6,iphone,128,19,1,20
1085,20789,6,windows,135,11,1,1
1645,20790,6,mac,127,15,1,2
409,20794,6,iphone,150,18,1,20
585,20796,6,iphone,146,13,2,12.5
83,20797,6,android,133,15,2,3
212,20800,6,android,169,22,2,3
590,20803,6,iphone,171,20,3,13.33
1690,20804,6,linux,136,12,1,2
1548,20805,6,android,136,18,1,5
1588,20807,6,android,75,7,3,3
1567,20810,6,android,85,11,2,11.5
1997,20811,6,android,78,7,2,2
504,20813,6,iphone,66,10,1,10
1367,20815,6,windows,66,4,1,1
68,20817,6,android,68,9,2,3
564,20820,6,linux,69,5,1,1
2009,20822,6,iphone,60,11,1,5
2084,20823,6,iphone,77,9,1,10
12,20829,6,iphone,95,12,2,11
736,20830,6,android,90,10,2,3
473,20832,6,iphone,121,18,2,7.5
1360,20833,6,iphone,106,13,1,20
426,20837,6,android,124,15,2,2.5
1162,20839,6,windows,163,24,2,3
34,20843,6,iphone,161,19,1,20
1516,20847,6,windows,122,14,3,2.33
943,20854,6,iphone,136,22,2,10
420,20855,6,windows,146,24,1,1
1697,20859,6,iphone,154,21,3,9
1093,20860,6,android,150,15,2,3
113,20861,6,windows,141,12,2,1.5
1161,20864,6,android,142,11,3,3.67
1370,20865,6,iphone,93,12,1,3
1856,20868,6,linux,92,11,2,1
1264,20869,6,linux,86,11,2,1
1307,20872,6,windows,66,8,2,1
455,20873,6,android,88,14,2,3
717,20875,6,windows,74,9,2,1
765,20876,6,iphone,79,6,4,20
715,20877,6,iphone,81,13,1,20
1484,20879,6,android,78,10,3,2.33
497,20880,6,android,86,11,1,2
62,20883,6,android,124,16,1,5
367,20888,6,windows,120,15,3,1
1525,20893,6,iphone,83,14,1,10
65,20900,6,android,93,14,2,5.5
1771,20902,6,iphone,92,12,2,3.5
358,20903,6,android,69,11,2,11.5
343,20910,6,windows,117,15,1,1
1457,20916,6,windows,113,15,1,1
2248,20917,6,linux,110,15,2,3
1769,20920,6,iphone,235,38,2,11.5
2254,20923,6,android,235,26,3,3
2190,20937,6,windows,119,13,3,1
1811,20938,6,iphone,116,11,2,15
1404,20941,6,mac,109,10,3,2
2218,20944,6,android,98,19,1,10
244,20945,6,android,108,9,3,2
997,20948,6,android,111,9,1,20
403,20949,6,iphone,100,17,2,20
1945,20950,6,windows,109,16,1,1
2244,20951,6,iphone,76,16,1,5
2359,20957,6,iphone,152,28,1,10
84,20961,6,android,167,24,1,2
1403,20962,6,iphone,147,21,2,20
1732,20971,6,iphone,124,26,4,12.5
1639,20977,6,iphone,304,38,3,16.67
417,20982,6,android,147,18,2,4
956,20986,6,iphone,44,6,1,20
1489,20987,6,iphone,140,11,1,20
508,20988,6,android,140,12,1,5
1966,20990,6,iphone,185,28,1,10
1535,20991,6,iphone,218,29,1,20
1206,20992,6,android,180,30,1,3
352,20993,6,iphone,183,17,3,16.67
896,20994,6,windows,188,17,2,1
333,20996,6,iphone,200,29,2,15
1756,20998,6,android,79,9,1,1
412,21005,6,iphone,88,14,3,20
1522,21007,6,android,79,11,1,3
1609,21008,6,windows,84,10,2,6
2368,21012,6,iphone,94,6,1,5
1,21014,6,android,120,11,2,2.5
2212,21017,6,android,120,15,1,5
2032,21018,6,windows,103,15,3,2.33
97,21019,6,android,113,18,1,2
1804,21020,6,iphone,91,16,1,20
1744,21022,6,linux,113,10,2,1
2278,21023,6,android,95,13,2,5
1793,21025,6,android,142,14,1,10
2306,21026,6,android,131,14,3,9.33
2092,21028,6,iphone,105,12,4,11.25
1816,21209,6,mac,158,15,1,10
1011,21257,3,android,78,5,1,2
1615,21275,6,android,136,14,1,2
1495,21280,6,iphone,169,30,2,10
256,21434,3,android,354,37,1,20
2295,21617,4,linux,202,25,3,1
375,21727,4,iphone,572,68,3,15
1957,21739,3,android,274,31,1,5
498,21838,5,android,198,16,3,11
711,21840,5,mac,221,35,1,5
808,21866,6,android,232,21,2,3
579,21933,1,android,306,43,1,1
1837,21971,5,iphone,220,26,3,15
1946,21972,5,android,217,23,2,4
1937,21973,5,android,217,19,1,2
1000,22012,5,iphone,285,40,1,3
2386,22026,6,android,83,11,1,3
1044,22047,2,iphone,312,45,1,20
1005,22085,6,mac,36,5,1,2
2365,22128,4,windows,161,25,1,1
1321,22137,6,iphone,86,9,2,11.5
399,22200,5,android,534,63,2,6.5
1760,22201,5,android,525,63,2,11.5
1624,22298,6,android,99,9,2,6.5
1279,22400,6,android,73,8,3,2.67
1759,22504,6,iphone,270,31,1,20
1087,22777,4,mac,156,18,1,20
1011,22781,4,android,150,13,5,3
996,22792,1,linux,516,59,1,1
1089,22961,6,windows,50,3,1,2
915,23026,6,iphone,86,9,1,5
1111,23192,5,android,326,34,1,10
1090,23194,5,iphone,320,29,1,5
1016,23264,6,windows,130,17,1,2
855,23265,6,iphone,109,13,3,20
2081,23267,6,android,125,16,1,10
388,23268,6,iphone,123,27,1,10
1422,23269,6,android,105,7,3,8.67
1681,23271,6,mac,115,15,2,2.5
620,23273,6,iphone,128,13,3,16.67
887,23278,4,android,174,17,1,3
971,23279,4,android,137,19,2,3
1338,23429,6,iphone,109,13,3,16.67
1730,23481,5,android,334,37,1,3
186,23482,5,android,314,32,1,3
38,23503,5,iphone,357,38,1,10
1803,23505,4,iphone,331,61,2,12.5
531,23506,4,android,343,39,1,3
2356,23644,5,android,752,99,1,3
1210,23693,5,iphone,312,38,1,2
1146,23777,5,mac,280,25,1,2
2182,23779,5,windows,307,47,1,1
397,23780,5,iphone,330,47,1,10
1734,23808,5,android,299,23,1,1
150,23809,5,iphone,308,26,1,2
2281,23821,6,iphone,50,5,1,10
2346,23822,6,android,310,24,2,3
1765,23835,6,android,57,9,2,3
13,23837,6,android,82,10,1,5
2293,23863,6,iphone,339,39,1,10
1019,23864,6,windows,370,44,1,1
1911,23881,6,linux,490,63,1,1
1636,24030,4,android,128,14,2,2
1634,24100,5,iphone,263,26,2,6.5
1190,24101,5,iphone,262,35,3,16.67
2128,24178,5,android,299,31,1,2
1581,24180,5,android,294,24,2,2.5
1468,24348,5,iphone,195,17,2,11.5
2340,24349,5,iphone,217,27,1,20
748,24389,6,windows,144,21,1,1
10,24461,4,linux,456,50,2,1.5
1835,24499,4,iphone,420,52,2,11
996,24707,2,linux,249,29,1,1
2152,24719,6,android,16,3,2,3
1719,24732,6,windows,216,22,1,1
236,24734,6,android,213,29,4,5
957,24776,5,android,672,74,1,3
1657,24783,6,iphone,219,24,1,20
1382,24853,1,linux,523,64,1,1
1373,24960,6,android,25,4,1,3
1294,25003,6,windows,15,4,2,5.5
977,25287,6,iphone,484,61,2,20
1434,25289,6,android,472,49,1,3
973,25314,6,iphone,385,37,4,11.75
2343,25316,5,android,193,28,2,11.5
2295,25318,5,linux,199,26,2,3
375,25440,5,iphone,281,44,1,10
914,25492,1,linux,136,23,1,1
1954,25617,6,windows,13,5,2,2
1444,25814,5,iphone,202,22,2,20
1097,25856,5,iphone,182,16,2,11.5
2365,25858,5,windows,177,16,1,1
347,25860,5,iphone,163,24,1,20
1136,25862,5,iphone,163,18,1,20
1894,25919,2,mac,403,39,1,2
2259,26055,4,linux,293,34,2,1
1512,26069,5,iphone,237,27,2,12.5
1379,26201,6,iphone,154,19,1,2
624,26375,7,iphone,123,19,1,20
1450,26381,7,android,124,18,1,2
261,26383,7,android,115,16,1,10
1337,26385,7,windows,115,11,1,3
2383,26391,7,android,143,14,2,6.5
1241,26392,7,iphone,161,21,2,20
464,26393,7,iphone,130,20,3,5
1889,26394,7,iphone,134,17,1,3
1024,26396,7,iphone,148,14,2,20
1816,26398,7,mac,156,14,1,3
1143,26401,7,android,85,6,3,3.33
1652,26402,7,android,94,9,2,11
21,26404,7,android,96,17,3,2.33
1300,26405,7,android,86,7,1,3
371,26409,7,android,115,15,1,5
1027,26410,7,iphone,109,13,4,12.5
1091,26412,7,mac,86,9,2,1.5
430,26413,7,android,107,14,2,2
559,26415,7,iphone,90,11,2,6
2222,26419,7,iphone,147,29,3,11.67
1260,26420,7,iphone,163,16,3,15
222,26421,7,iphone,180,24,3,7.33
390,26422,7,linux,168,18,2,5.5
1623,26426,7,iphone,102,22,1,10
1072,26428,7,iphone,89,13,3,4
1555,26430,7,iphone,91,10,1,3
2208,26431,7,android,118,14,2,2
271,26433,7,android,99,13,2,2
755,26439,7,iphone,91,10,2,12.5
1373,26441,7,android,91,6,2,3
1658,26442,7,iphone,83,15,1,10
121,26444,7,android,72,8,2,3
970,26446,7,iphone,57,11,1,10
1874,26447,7,mac,75,13,4,3
374,26448,7,android,84,9,1,2
1205,26450,7,android,65,7,1,3
934,26456,7,windows,76,8,3,8
1948,26463,7,linux,59,13,1,1
1145,26465,7,windows,112,11,4,5.75
355,26466,7,iphone,102,18,3,16.67
1801,26470,7,android,96,9,1,3
1806,26472,7,iphone,108,12,3,7.67
1384,26473,7,android,99,11,5,3
286,26476,7,iphone,96,18,3,11.67
1123,26478,7,iphone,110,11,1,20
29,26479,7,iphone,105,16,4,13.75
76,26486,7,windows,58,12,3,1
415,26488,7,iphone,44,3,1,20
844,26491,7,iphone,45,3,2,7.5
157,26493,7,iphone,50,6,1,20
1717,26498,7,iphone,50,9,1,10
1022,26501,7,windows,50,5,4,5.75
985,26508,7,android,62,10,3,3
643,26514,7,android,139,22,3,2.33
2216,26515,7,iphone,113,18,1,10
357,26516,7,android,140,18,3,3
1333,26520,7,iphone,134,21,2,15
820,26521,7,android,105,11,1,3
221,26522,7,iphone,108,14,4,8.75
1065,26523,7,iphone,107,20,1,20
611,26524,7,iphone,98,11,2,10
1892,26526,7,linux,102,4,2,1
471,26527,7,iphone,103,16,2,20
856,26530,7,iphone,90,9,4,12.5
382,26531,7,iphone,108,12,1,5
2384,26532,7,windows,98,15,1,1
1815,26544,7,iphone,280,42,1,5
1273,26546,7,windows,291,32,5,1
1120,26547,7,android,276,35,2,3
2229,26549,7,iphone,74,8,3,20
2199,26550,7,android,74,6,2,3
807,26552,7,linux,88,12,1,1
279,26553,7,windows,88,8,1,1
868,26554,7,iphone,62,8,2,20
400,26559,7,iphone,84,13,1,5
2127,26560,7,linux,68,11,1,2
1226,26564,7,android,64,10,1,2
305,26566,7,android,65,7,2,3
701,26567,7,windows,72,11,1,1
941,26568,7,android,83,6,1,3
445,26570,7,android,140,22,1,2
127,26572,7,iphone,130,18,2,15
2161,26573,7,android,108,12,1,1
1001,26579,7,android,102,18,2,11.5
2227,26580,7,iphone,122,10,3,7.67
1953,26581,7,windows,110,15,3,1
210,26584,7,android,140,21,2,3
1624,26592,7,android,137,19,2,3
1926,26595,7,android,165,24,2,2
935,26599,7,iphone,165,27,1,20
1318,26605,7,iphone,114,20,1,10
810,26607,7,android,104,12,1,3
2030,26609,7,windows,117,13,1,1
1393,26610,7,linux,114,17,3,1
448,26611,7,android,120,15,2,2.5
1049,26612,7,windows,124,16,3,1
143,26613,7,android,92,12,2,4
726,26614,7,iphone,102,12,2,20
1765,26616,7,android,118,5,1,3
1863,26618,7,android,91,8,2,6
881,26619,7,iphone,82,10,2,11.5
1059,26622,7,android,89,11,1,20
2139,26626,7,android,77,6,1,1
1740,26627,7,windows,91,16,2,1.5
670,26628,7,iphone,72,7,1,5
769,26634,7,android,74,5,2,3
1687,26635,7,android,84,11,1,3
767,26638,7,android,91,7,2,4
770,26639,7,iphone,95,13,3,15
2379,26642,7,android,112,14,1,3
1026,26643,7,iphone,109,15,2,10
178,26644,7,iphone,107,20,2,12.5
1234,26645,7,android,104,18,2,1.5
165,26646,7,iphone,95,14,4,17.5
1436,26647,7,android,114,10,1,5
243,26649,7,linux,115,9,1,1
1163,26650,7,android,92,14,2,3
1321,26651,7,iphone,90,5,2,20
1320,26653,7,iphone,114,17,2,7.5
2221,26654,7,iphone,124,12,1,10
306,26655,7,windows,121,17,1,1
2285,26656,7,iphone,136,19,1,10
542,26664,7,iphone,125,18,1,20
2355,26665,7,iphone,102,21,2,15
867,26666,7,iphone,101,28,3,11.67
2133,26669,7,android,112,18,2,11.5
2029,26670,7,iphone,99,10,2,20
931,26671,7,windows,104,14,2,1
1480,26675,7,android,83,8,3,7.67
511,26679,7,iphone,169,27,1,20
1471,26680,7,iphone,182,21,1,20
1085,26681,7,windows,159,7,1,1
1645,26682,7,mac,202,20,2,3.5
462,26690,7,android,170,17,4,2.5
212,26692,7,android,158,15,1,5
590,26695,7,iphone,175,27,1,20
1690,26696,7,linux,185,23,4,1.25
1548,26697,7,android,179,16,2,2.5
1567,26702,7,android,74,6,2,4
1997,26703,7,android,92,14,5,2.6
504,26705,7,iphone,91,12,2,7.5
1367,26707,7,windows,84,12,1,5
1157,26708,7,android,78,10,1,1
68,26709,7,android,105,10,1,3
1544,26710,7,iphone,63,8,2,12.5
564,26712,7,linux,91,7,2,1
846,26713,7,iphone,87,10,1,20
2009,26714,7,iphone,69,8,1,20
2084,26715,7,iphone,86,9,1,20
926,26717,7,android,80,12,1,1
1089,26718,7,windows,84,13,3,1
1315,26721,7,windows,110,23,1,1
12,26723,7,iphone,102,23,5,20
736,26724,7,android,83,5,4,2
473,26726,7,iphone,89,11,1,10
1360,26727,7,iphone,105,20,2,20
1721,26729,7,windows,79,8,1,1
426,26731,7,android,84,11,1,1
2281,26734,7,iphone,102,11,4,9.25
1162,26737,7,windows,166,20,5,1.6
34,26741,7,iphone,192,29,4,7.5
1516,26746,7,windows,131,19,1,10
943,26753,7,iphone,113,16,2,12.5
420,26754,7,windows,118,13,3,1.67
1521,26755,7,windows,112,12,2,1.5
561,26757,7,android,126,14,5,2.4
1770,26758,7,windows,123,16,2,1.5
1697,26762,7,iphone,101,15,3,13.33
113,26764,7,windows,108,19,1,1
1161,26767,7,android,96,6,1,3
1370,26772,7,iphone,99,9,2,2.5
1856,26774,7,linux,76,8,2,1
1264,26775,7,linux,94,11,4,1.25
1307,26778,7,windows,102,12,2,1
455,26779,7,android,101,9,1,20
717,26781,7,windows,92,12,2,1
765,26782,7,iphone,113,13,2,7.5
715,26783,7,iphone,106,13,3,11.67
2000,26784,7,android,86,7,1,3
1484,26785,7,android,99,13,1,3
497,26786,7,android,104,8,1,3
1294,26788,7,windows,111,13,3,1
1270,26791,7,iphone,109,13,2,10
62,26792,7,android,111,20,1,2
2132,26795,7,iphone,99,16,2,4
367,26796,7,windows,92,6,2,1
2090,26801,7,iphone,123,9,1,20
15,26802,7,windows,121,14,1,1
1525,26804,7,iphone,114,11,1,20
65,26811,7,android,110,7,2,3
343,26821,7,windows,129,14,3,2.33
751,26822,7,android,131,15,3,2.33
595,26826,7,iphone,143,16,2,6.5
1457,26827,7,windows,106,9,1,1
2248,26828,7,linux,134,15,4,1.5
1989,26829,7,iphone,128,17,2,6
1769,26833,7,iphone,250,28,1,20
1821,26834,7,windows,244,17,1,1
2254,26836,7,android,211,26,4,5.25
13,26839,7,android,262,23,3,3
1214,26843,7,linux,115,19,3,1
365,26848,7,android,109,10,1,2
1546,26849,7,android,118,17,2,11.5
1811,26852,7,iphone,102,11,2,20
2361,26853,7,iphone,122,12,1,20
663,26854,7,android,108,12,3,4.67
244,26861,7,android,113,14,2,3
997,26864,7,android,123,21,2,2
403,26865,7,iphone,103,16,1,20
1945,26866,7,windows,111,9,4,1
1279,26869,7,android,110,17,3,9.33
154,26870,7,iphone,110,14,1,20
309,26872,7,windows,145,17,2,1.5
2359,26874,7,iphone,134,19,1,10
864,26877,7,android,157,16,2,6.5
84,26878,7,android,141,15,2,3
1403,26879,7,iphone,136,20,2,15
936,26881,7,iphone,136,16,2,12.5
1732,26890,7,iphone,137,19,4,15
688,26894,7,windows,101,8,3,1
1972,26897,7,mac,198,30,5,6.8
1639,26898,7,iphone,176,25,2,7.5
808,26900,7,android,218,24,2,3
1530,26901,7,iphone,191,24,1,10
417,26905,7,android,192,28,1,3
2230,26907,7,android,191,25,1,1
1489,26909,7,iphone,164,20,3,13.33
508,26910,7,android,154,20,4,5.25
1535,26913,7,iphone,226,32,1,5
1206,26914,7,android,207,28,1,3
352,26915,7,iphone,202,22,4,11.25
741,26917,7,android,194,19,2,3
333,26918,7,iphone,190,20,2,3.5
819,26919,7,iphone,87,15,1,20
1756,26920,7,android,80,7,1,1
1640,26922,7,iphone,96,14,2,7.5
649,26924,7,linux,89,7,1,1
412,26927,7,iphone,104,10,3,15
1522,26929,7,android,105,16,2,2.5
1609,26930,7,windows,111,11,2,1.5
9,26931,7,iphone,106,13,2,15
1103,26932,7,android,100,12,4,5
2152,26935,7,android,116,7,3,3.33
1,26938,7,android,106,16,2,2
2212,26941,7,android,100,11,2,3
2032,26942,7,windows,113,11,4,1.25
97,26943,7,android,113,7,2,2
1804,26944,7,iphone,119,10,1,5
277,26945,7,iphone,101,16,1,20
1744,26946,7,linux,104,12,2,1.5
2278,26947,7,android,103,12,1,20
1602,26949,7,android,104,9,2,3
2306,26952,7,android,120,13,3,3
2092,26954,7,iphone,131,15,1,10
1954,26963,7,windows,132,11,3,1.67
498,26966,6,android,210,36,1,3
711,26968,6,mac,216,32,2,11
721,26970,6,iphone,197,22,2,12.5
1915,27168,6,iphone,195,27,1,10
1837,27171,6,iphone,181,26,2,3.5
1946,27172,6,android,185,17,2,3
1000,27191,6,iphone,303,47,2,15
1369,27193,6,iphone,280,31,2,10
1087,27298,5,mac,170,20,1,3
1069,27301,5,windows,171,17,1,1
2299,27304,2,android,317,39,1,5
754,27352,7,android,161,20,1,3
1615,27353,7,android,140,11,1,2
2209,27354,7,android,157,13,6,5.17
1495,27358,7,iphone,134,24,2,20
2174,27361,7,iphone,151,18,1,10
427,27374,7,iphone,169,17,3,6.67
2122,27375,7,android,126,14,1,3
914,27402,2,linux,388,38,1,1
1760,27487,6,android,394,58,1,3
824,27795,7,windows,133,12,4,1.75
500,27817,5,windows,194,18,2,1
1477,27842,5,iphone,249,36,4,13.75
1402,27845,5,windows,296,27,3,7.33
904,27851,7,android,96,12,1,3
1052,27852,6,android,22,4,1,10
2154,27881,3,iphone,95,10,1,20
168,27912,5,iphone,196,20,1,20
887,27915,5,android,202,23,2,3
1636,27916,5,android,189,15,2,10.5
8,27918,5,iphone,182,23,3,11
971,27919,5,android,158,11,1,10
231,27925,5,iphone,141,19,2,11.5
1504,27927,5,windows,145,11,2,1.5
2320,27985,7,iphone,99,9,3,15
1445,28088,7,iphone,129,19,1,10
530,28123,5,android,361,47,3,3
996,28142,3,linux,351,26,3,1
1583,28144,3,android,356,32,2,3
1934,28154,5,windows,338,27,4,6.25
102,28218,7,iphone,95,15,1,10
281,28363,5,android,97,12,3,3
1055,28373,5,windows,296,30,2,2
2025,28387,7,iphone,87,8,1,5
1451,28435,7,mac,87,6,1,2
436,28511,7,android,293,47,5,4.6
1125,28522,4,android,436,49,3,2.33
1759,28575,7,iphone,194,25,3,16.67
2142,28577,7,android,201,19,1,3
748,28579,7,windows,198,18,1,1
1052,28581,7,android,202,12,3,5
1111,28616,6,android,231,30,1,3
1090,28618,6,iphone,242,24,1,5
2387,28629,3,iphone,327,40,4,11.25
2153,28710,5,iphone,100,5,1,10
1552,28781,7,android,76,7,3,9.33
1809,28839,6,android,213,26,1,3
1730,28840,6,android,216,25,1,3
2236,28843,6,android,218,24,1,5
38,28875,6,iphone,313,37,1,20
1254,28887,5,windows,196,23,4,2
1512,28999,6,iphone,372,53,1,20
1210,29081,6,iphone,283,32,2,7.5
1579,29082,6,iphone,255,21,3,14
10,29102,5,linux,305,29,1,1
1835,29103,5,iphone,314,42,1,5
1704,29104,5,windows,258,27,1,1
1336,29105,5,iphone,280,34,3,15
1957,29128,5,android,325,36,1,3
2154,29132,4,iphone,193,17,1,20
1146,29165,6,mac,321,34,2,4
2182,29167,6,windows,301,24,2,12.5
2162,29195,6,mac,50,2,1,3
1734,29197,6,android,414,39,2,2
2241,29200,6,iphone,388,34,2,11.5
1262,29232,3,windows,388,53,2,1
313,29243,1,android,19,2,1,3
2013,29308,5,iphone,171,16,1,5
984,29368,2,linux,349,28,1,1
313,29369,2,android,332,44,1,2
828,29377,7,iphone,64,6,1,10
1016,29391,7,windows,136,18,1,1
855,29392,7,iphone,165,20,1,10
2081,29394,7,android,131,19,2,2
1422,29396,7,android,116,18,5,4.2
1681,29398,7,mac,134,19,2,3
620,29400,7,iphone,145,21,1,3
66,29405,6,android,328,42,1,3
1936,29406,6,android,293,27,1,3
874,29417,7,android,42,7,2,2.5
1634,29521,6,iphone,245,26,1,10
1991,29524,6,iphone,281,34,2,20
1693,29535,7,iphone,123,11,2,20
1925,29588,7,iphone,66,6,1,20
2128,29610,6,android,226,33,1,3
1581,29612,6,android,231,25,4,6.25
198,29614,6,iphone,207,24,1,20
500,29641,6,windows,386,58,3,2
579,29753,4,android,405,41,1,3
134,29754,4,android,400,42,3,2.67
1527,29814,6,windows,160,18,1,2
1468,29816,6,iphone,186,25,1,20
2340,29817,6,iphone,170,21,4,10.5
1464,29830,6,iphone,184,23,3,20
1061,29976,3,android,417,48,1,3
2299,29977,3,android,406,45,2,3
914,30090,3,linux,293,35,1,1
2293,30226,7,iphone,290,38,1,20
1379,30230,7,iphone,277,31,1,20
2260,30242,7,iphone,74,10,1,20
331,30244,6,iphone,359,37,2,4
957,30329,6,android,432,48,3,5.33
728,30594,6,iphone,164,12,1,3
628,30669,7,windows,36,3,2,10.5
1308,30735,5,android,111,8,1,1
1846,30737,4,iphone,119,16,1,5
1885,30952,7,android,69,9,1,3
1941,30990,6,windows,182,16,4,1.75
375,31087,6,iphone,208,22,2,6
1444,31089,6,iphone,207,29,3,9
1929,31093,6,iphone,218,26,1,10
1719,31239,7,windows,184,12,1,2
236,31241,7,android,186,19,2,11.5
2162,31244,7,mac,178,25,2,2.5
1872,31248,3,iphone,221,26,3,13.33
526,31368,7,iphone,41,8,2,20
1713,31474,7,linux,50,9,2,1
1097,31614,6,iphone,107,27,2,7.5
347,31618,6,iphone,136,19,1,20
1136,31620,6,iphone,134,18,2,6
281,31621,6,android,121,9,2,12.5
2117,31622,6,iphone,126,12,1,10
536,31630,7,android,33,3,1,3
996,31678,4,linux,417,42,3,1
1583,31680,4,android,426,43,2,3
825,31753,7,iphone,33,5,1,20
1112,31871,7,linux,185,19,1,1
2332,31897,2,android,72,10,1,2
1150,32104,7,windows,266,32,3,1
1472,32131,7,mac,59,4,1,10
1087,32492,6,mac,164,23,4,1.75
923,32493,6,android,181,15,2,6.5
1069,32495,6,windows,187,22,3,1.33
1011,32496,6,android,171,25,1,5
1753,32505,5,iphone,74,10,1,5
984,32581,3,linux,353,33,1,1
383,32583,3,iphone,331,36,1,2
265,32590,7,iphone,76,2,1,5
2332,32632,3,android,243,24,1,3
2016,32654,3,mac,233,29,2,10.5
1686,32836,7,iphone,115,16,2,15
26,32943,2,windows,706,75,2,1
1303,32961,5,android,335,30,1,5
1262,33128,4,windows,316,34,2,2
1070,33211,6,windows,115,14,1,1
378,33248,7,iphone,6,2,1,20
1228,33308,6,windows,148,14,1,3
79,33541,6,linux,78,8,2,1
1061,33872,4,android,215,24,2,2
2299,33873,4,android,482,56,1,1
914,33941,4,linux,384,42,2,1
2057,34839,4,android,105,15,1,3
293,34840,4,iphone,171,20,2,10
1922,34955,5,android,206,25,1,3
1371,35269,1,mac,741,64,1,2
2052,35370,3,linux,119,14,1,1
2316,35475,4,iphone,190,21,1,5
1399,37261,6,mac,28,3,1,2
248,37491,3,iphone,108,11,2,10
981,38321,6,iphone,36,9,1,10
